customer_phone,calls,any_port_out,any_30dacc,any_cleanup,any_callback,avg_drift,first_ts,last_ts
cust_5578896b4debfff7,2,0,0,1,1,0.28062499999999996,2026-01-19 14:44:56,2026-01-22 13:34:44
cust_c1a17c31e7de8f5f,2,0,0,1,0,0.27821428571428575,2025-11-17 14:25:22,2025-12-07 15:54:24
cust_978c741207a1bf04,2,0,0,1,1,0.2768035714285714,2025-12-28 17:31:56,2025-12-30 15:21:40
cust_708eb474745605e0,2,0,0,1,1,0.27598214285714284,2025-11-09 14:40:50,2026-01-29 10:18:04
cust_edc6035192514d8e,2,0,0,1,1,0.275,2025-11-05 12:57:30,2025-12-09 14:25:07
cust_f00efd14d28fe358,2,0,0,1,1,0.275,2025-11-06 13:00:09,2025-12-02 16:01:18
cust_8c6130fa93c4d349,2,1,0,1,1,0.27335714285714285,2025-11-12 11:37:49,2025-12-03 15:33:06
cust_43fc1af27a9968bd,2,0,0,1,1,0.27298214285714284,2025-11-10 13:55:09,2025-12-03 14:57:17
cust_cf8240e0da760cb0,2,0,1,0,1,0.2723035714285714,2025-11-12 10:33:42,2026-01-08 11:48:14
cust_4c0817371652c632,2,0,0,1,1,0.26605357142857144,2025-11-20 13:30:04,2025-12-26 08:35:43
cust_00c7c46a6d52a2ba,2,0,1,0,1,0.265,2025-12-19 18:42:33,2025-12-31 11:36:11
cust_376b52d971ad4030,2,1,0,1,1,0.2630714285714286,2025-11-04 11:41:14,2026-01-19 13:49:43
cust_c8401b59f085ce9e,2,0,0,1,1,0.26223214285714286,2025-11-26 18:15:50,2025-12-18 15:47:52
cust_a2e71204e84590e0,2,0,0,1,1,0.26187499999999997,2025-12-08 08:06:17,2026-01-29 11:56:00
cust_c5fbb8298cff7ecc,2,0,1,0,1,0.255875,2025-11-03 14:11:49,2025-11-24 20:06:40
cust_acf0a2283f10379e,2,0,0,1,1,0.25507142857142856,2025-11-25 13:49:34,2025-12-11 16:54:39
cust_6d23dcc161ffb5f6,2,0,0,1,0,0.25,2026-01-17 16:33:26,2026-01-28 12:41:39
cust_b5534ecf2120251b,2,0,0,1,1,0.25,2025-11-20 16:53:21,2026-01-01 19:34:45
cust_e5f2953e457e4558,2,0,0,1,1,0.25,2026-01-07 08:03:21,2026-01-13 13:35:51
cust_fe36deface455957,2,1,0,0,1,0.25,2025-11-05 19:41:43,2026-01-15 13:22:54
cust_ffea171b2a339451,2,0,0,1,1,0.25,2025-12-27 09:44:57,2026-01-05 18:42:57
cust_97cdd9c651c3370f,2,0,1,0,1,0.24994642857142857,2025-11-21 14:51:30,2025-12-25 17:05:46
cust_84a6c95de6a3d0ff,2,0,0,1,1,0.2485357142857143,2025-11-05 18:14:32,2025-12-24 19:41:02
cust_e7142bfbf0ac3db9,2,0,0,1,1,0.24762499999999998,2025-12-14 17:35:48,2025-12-24 20:13:25
cust_1d77b8672fde3eba,2,0,0,1,0,0.24580357142857145,2025-12-03 12:08:40,2026-01-27 08:09:20
cust_e29875928d1f6666,2,0,0,1,1,0.2431964285714286,2025-11-25 12:51:46,2025-12-30 19:06:42
cust_1e4d03eec5adc255,2,0,0,1,1,0.24160714285714285,2026-01-09 08:18:03,2026-01-22 14:54:51
cust_918d11320477e58a,2,0,1,0,0,0.24037499999999998,2025-11-10 09:53:59,2025-11-13 11:08:05
cust_08bd1bbc8cd2feb1,2,0,0,1,1,0.23932142857142857,2025-11-23 20:23:38,2026-01-14 10:38:12
cust_af350220a8678894,2,0,0,1,0,0.23910714285714285,2025-11-09 12:59:58,2025-12-28 14:58:10
cust_eff9afac5516830b,2,0,0,1,1,0.2387142857142857,2025-12-19 15:02:56,2026-01-03 12:47:41
cust_3455e5589944a89e,2,0,0,1,1,0.23864285714285713,2025-12-16 16:26:40,2026-01-05 13:04:01
cust_a3ec2fdb3584d0b0,2,0,0,1,0,0.238625,2025-11-18 16:42:04,2026-01-27 13:36:38
cust_de37e99ad71f4438,2,0,0,1,1,0.23689285714285713,2025-11-30 17:29:25,2025-12-28 10:09:16
cust_4b136cf2211496e6,2,0,0,1,1,0.23644642857142859,2026-01-06 09:32:12,2026-01-13 15:02:09
cust_5da58c508f023bc8,2,0,1,0,0,0.23539285714285713,2026-01-11 22:43:15,2026-01-16 17:27:19
cust_95704080aea63ad5,2,0,0,1,0,0.23423214285714286,2025-11-12 13:35:09,2025-11-20 16:11:55
cust_1bddb5fd68a926e8,2,0,0,1,1,0.23408928571428572,2025-11-02 17:47:30,2026-01-13 13:53:01
cust_f065d1eb810794ac,2,0,0,1,1,0.23405357142857142,2025-11-10 16:03:51,2026-01-09 18:45:31
cust_1a6755a6257de1b0,2,0,1,0,1,0.23291071428571425,2025-12-15 15:14:13,2025-12-28 17:51:31
cust_0448e5f30836857a,2,0,0,1,0,0.231875,2025-11-09 16:22:11,2025-11-26 15:44:18
cust_e836897b8e89f7ed,2,0,0,1,0,0.22973214285714288,2025-11-11 14:20:14,2026-01-25 19:22:11
cust_4ac44da12f2a5c91,2,0,0,1,1,0.2285357142857143,2025-11-04 13:48:12,2025-12-09 12:15:34
cust_ed516a746c6db570,2,0,0,1,1,0.2278035714285714,2025-11-02 16:39:02,2025-12-16 14:52:40
cust_5210e2c86145d8ba,2,0,1,0,0,0.22499999999999998,2025-11-04 12:34:40,2025-12-25 12:13:32
cust_6d6b69fd9aee601f,2,0,0,1,0,0.2249285714285714,2026-01-06 17:59:26,2026-01-21 12:51:30
cust_a4ff5e168a98d099,2,1,0,0,1,0.224875,2025-12-08 11:39:26,2026-01-24 09:45:18
cust_6107d78aa330a2c4,2,0,0,1,1,0.22398214285714285,2025-11-13 13:26:52,2026-01-10 15:22:23
cust_999b27be2b6192d6,2,0,0,1,0,0.2230714285714286,2025-11-19 15:25:09,2026-01-03 12:04:49
cust_b93dc405d7018e4a,2,0,1,0,1,0.22285714285714286,2025-11-08 10:21:05,2026-01-06 13:44:12
cust_4834ef946db8919e,2,0,0,1,1,0.22175000000000003,2025-11-25 14:30:45,2026-01-14 15:35:36
cust_3c389cd1968d4f3b,2,0,0,1,1,0.2209642857142857,2025-12-01 10:16:21,2025-12-08 15:39:09
cust_4b1a593c6a7c7f76,2,0,1,0,1,0.21992857142857142,2025-11-18 19:12:48,2026-01-18 10:55:02
cust_75b8aed4a5efafd6,2,0,0,1,1,0.21960714285714283,2026-01-19 17:55:09,2026-01-26 09:38:45
cust_0dbf877a431ea020,2,0,0,1,1,0.219125,2025-11-27 10:39:02,2025-12-27 17:09:39
cust_987b83f1991108c1,2,0,0,1,0,0.21880357142857143,2025-12-26 09:34:10,2026-01-13 10:45:54
cust_e911db9c85cd046a,2,0,0,1,1,0.21839285714285714,2025-12-26 13:38:21,2026-01-13 18:39:26
cust_8183e5259f3ee066,2,0,0,0,1,0.21826785714285712,2026-01-28 14:26:55,2026-01-29 15:52:18
cust_6807344c245b7e65,2,1,0,1,1,0.21823214285714287,2025-12-18 16:37:28,2026-01-08 17:29:14
cust_1fd595670dc0b53b,2,0,0,1,1,0.21819642857142857,2025-11-28 16:53:48,2026-01-15 09:34:51
cust_d590d027277c09cb,2,0,0,1,1,0.2180892857142857,2025-11-12 08:11:46,2026-01-01 14:35:01
cust_c14d085d8c8bf74c,2,0,0,1,1,0.2173392857142857,2025-11-20 12:38:51,2026-01-16 19:31:06
cust_a693cce86457fb87,2,0,0,1,1,0.2165357142857143,2025-11-22 16:43:07,2025-11-28 14:02:06
cust_35c319908043935e,2,0,0,1,0,0.21500000000000002,2025-11-10 17:57:05,2025-12-03 17:39:23
cust_ee73c013be62dcef,2,0,0,1,0,0.21410714285714286,2025-11-19 12:43:36,2025-11-28 17:00:01
cust_8368c47ae03dff7a,2,0,0,1,1,0.21366071428571426,2025-12-16 09:59:41,2025-12-29 09:41:56
cust_4bb01d4d32c5ce06,2,0,0,1,1,0.2128392857142857,2025-12-05 15:56:42,2025-12-20 15:39:03
cust_92f7bc066c604c3a,2,0,0,1,0,0.21273214285714287,2025-12-02 08:58:01,2025-12-07 16:43:22
cust_3c0de0858ac2cb86,2,0,0,1,1,0.21239285714285716,2025-11-10 17:33:07,2025-12-15 08:34:04
cust_9a1c7b9286489d35,2,0,0,1,1,0.21160714285714285,2025-11-20 14:26:37,2026-01-13 08:56:54
cust_c627439ed1d0312f,2,0,0,1,0,0.21101785714285715,2025-12-09 15:42:28,2025-12-31 12:01:00
cust_5593023c3e89a786,2,0,1,0,0,0.21048214285714284,2025-11-06 09:18:47,2026-01-26 18:12:05
cust_58773254fe3e17f0,2,0,0,1,1,0.2090535714285714,2025-11-13 14:56:11,2025-12-27 15:19:28
cust_40f58e5fc3d63a58,2,0,0,1,0,0.20716071428571428,2025-11-10 15:00:18,2025-12-25 08:27:58
cust_3c613b769f021c18,2,0,0,1,1,0.20691071428571428,2026-01-06 15:40:38,2026-01-19 16:23:06
cust_63101bdefff701f0,2,0,0,1,1,0.2054285714285714,2025-11-03 14:00:53,2026-01-29 17:56:06
cust_fb8fc1491a246b45,2,0,0,1,1,0.20526785714285714,2025-12-10 13:17:54,2026-01-05 14:24:05
cust_b21c3cc491ce2b50,2,1,0,0,1,0.20335714285714285,2025-11-28 12:52:42,2026-01-27 12:11:12
cust_63eae7f5e0207cc4,2,0,0,1,1,0.2033214285714286,2025-11-15 09:55:24,2026-01-16 13:48:18
cust_74f8cec4815f2349,2,0,0,1,0,0.20101785714285714,2025-11-24 14:47:44,2025-12-24 15:38:46
cust_f824b64a2578312d,2,1,0,0,1,0.20007142857142857,2025-12-04 15:40:50,2026-01-19 18:02:23
cust_b3a51a77df190920,2,0,0,1,1,0.19944642857142855,2025-11-22 13:58:15,2026-01-04 14:15:01
cust_62c0ab1075a6230f,2,0,1,0,0,0.19901785714285714,2025-12-30 13:18:09,2026-01-23 13:00:07
cust_aecdc33856bab84e,2,0,0,1,1,0.19857142857142857,2026-01-18 12:06:42,2026-01-26 13:52:59
cust_53fbc61694f97915,2,0,0,1,1,0.19851785714285713,2025-12-11 15:29:02,2026-01-13 18:51:29
cust_e413836cb7325639,2,0,0,0,0,0.19710714285714287,2025-12-04 15:26:56,2025-12-05 14:52:26
cust_5d49c5622cbaffb7,2,0,0,1,1,0.19708928571428572,2025-12-22 07:18:29,2026-01-06 08:26:49
cust_84a19d8184a09b38,2,0,0,1,1,0.1958035714285714,2025-11-27 12:11:20,2025-12-05 11:49:51
cust_5f4bbfe1dcf3f6f2,2,0,0,1,1,0.1955535714285714,2025-11-08 20:20:15,2025-11-17 13:46:42
cust_edd1f1a4128eecc1,2,0,0,1,1,0.19360714285714287,2025-11-05 15:46:20,2026-01-17 13:58:03
cust_8e3a1c408c3b887c,2,0,0,1,0,0.19335714285714284,2025-12-02 15:02:41,2026-01-21 10:15:43
cust_b59611eb5d0588b0,2,0,0,1,1,0.19228571428571428,2025-11-17 13:43:05,2026-01-24 19:13:45
cust_00046547f6ed94bb,2,0,0,1,1,0.1920535714285714,2025-11-04 15:13:21,2025-11-08 10:00:46
cust_1399c982f1211f15,2,0,0,1,1,0.1890892857142857,2025-11-19 12:32:17,2025-12-30 19:29:32
cust_0f4ae0873815843b,2,0,0,1,1,0.1849642857142857,2025-11-10 10:07:12,2026-01-12 18:39:15
cust_8970d615095cd61c,2,0,0,1,1,0.1847142857142857,2025-11-19 09:08:20,2025-11-27 12:09:50
cust_f16a4d4fbb287a5d,2,0,0,1,0,0.18339285714285714,2025-12-19 10:02:41,2026-01-13 17:35:07
cust_7bf361895334de99,2,0,0,1,1,0.18291071428571426,2025-11-18 16:10:13,2026-01-04 16:21:03
cust_11fb3b1800e3cadf,2,0,0,1,1,0.17767857142857144,2025-11-12 17:13:25,2025-12-17 12:30:47
cust_f994eca2f5130fb9,2,0,0,1,0,0.175,2025-11-17 17:52:12,2025-12-28 19:25:52
cust_61bf2d1ec98f6e9a,2,0,0,1,1,0.17428571428571427,2025-11-25 14:26:37,2025-12-14 10:03:22
cust_ed8ca9541f2cf25f,2,0,0,1,0,0.17264285714285718,2025-11-14 10:52:22,2026-01-18 19:48:35
cust_4248b60f03084ec7,2,0,0,1,1,0.17208928571428572,2025-11-06 14:22:11,2026-01-04 14:23:29
cust_b919b50a20625747,2,0,0,1,0,0.17141071428571428,2025-11-17 11:35:18,2026-01-22 12:52:29
cust_6d1cdaa44db11c72,2,0,0,1,1,0.17083928571428572,2025-12-31 16:11:47,2026-01-13 12:37:13
cust_969e188bee893641,2,0,0,1,1,0.17010714285714285,2026-01-11 12:46:24,2026-01-26 09:58:01
cust_cd9fe09c9fd6d5c5,2,0,0,0,0,0.16853571428571426,2026-01-28 14:17:42,2026-01-29 19:36:50
cust_9b46ebe4d065a052,2,0,0,1,1,0.16755357142857147,2025-12-18 13:45:06,2026-01-17 15:05:37
cust_e0b697a9025ad254,2,1,0,0,1,0.16335714285714287,2025-11-30 18:15:19,2025-12-10 10:23:26
cust_55b41c80bed33d53,2,0,0,1,1,0.1624642857142857,2025-11-16 18:49:06,2025-12-25 14:49:30
cust_5d3d1744be91accb,2,0,0,1,0,0.16244642857142857,2025-12-02 09:40:52,2026-01-02 14:45:16
cust_7af0ae0ee127235f,2,0,0,1,1,0.1596607142857143,2025-11-28 15:48:00,2025-12-14 14:16:19
cust_d45d4e416406d50a,2,0,0,1,1,0.15887500000000002,2025-11-11 13:09:04,2025-11-19 11:54:07
cust_94f489516d29aa10,2,0,0,1,1,0.15816071428571427,2025-12-02 19:06:59,2026-01-10 18:02:21
cust_c724b5f860beac6b,2,0,0,0,1,0.1569464285714286,2026-01-20 15:46:51,2026-01-20 17:26:13
cust_7883304c476bf678,2,0,0,1,1,0.15285714285714286,2025-11-06 13:11:12,2025-12-15 19:39:58
cust_a982178474eb7f14,2,0,0,0,1,0.15,2025-11-02 16:39:42,2025-11-28 18:58:11
cust_fd86f69f8f0b52dc,2,0,0,0,1,0.15,2025-11-08 19:50:07,2026-01-03 18:52:22
cust_88242ffc6e347f94,2,0,0,1,0,0.14785714285714285,2025-11-15 17:07:13,2025-12-08 21:19:37
cust_4c5c375efc17e7c7,2,1,0,0,1,0.1475357142857143,2025-11-08 17:48:15,2025-11-19 14:08:23
cust_ad8c80db3abce8d7,2,1,0,0,1,0.1471964285714286,2025-12-30 16:05:21,2026-01-03 12:44:41
cust_77e89be75b6e378e,2,0,0,1,0,0.14583928571428573,2025-11-04 20:23:17,2026-01-15 16:55:21
cust_38d013b9d309e33b,2,0,0,1,1,0.14516071428571428,2025-11-26 15:40:32,2025-12-04 15:50:48
cust_50cf442e7921686e,2,0,0,1,0,0.13914285714285715,2025-11-18 11:39:07,2025-12-09 14:13:24
cust_9d85188c2d3b09f8,2,0,0,0,1,0.13816071428571425,2025-11-09 19:14:28,2025-12-18 16:56:10
cust_a67dd626949e683d,2,0,0,0,1,0.13589285714285715,2025-11-11 14:27:57,2025-11-11 16:50:13
cust_08b6ed5358799a33,2,0,0,0,1,0.12714285714285714,2025-12-10 15:34:18,2026-01-09 11:50:09
cust_7669dcd72515a52e,2,0,0,0,0,0.12462499999999999,2025-12-01 11:49:11,2025-12-06 12:47:45
cust_1d6454fa938b2107,2,0,0,0,1,0.12005357142857143,2025-12-03 13:16:56,2026-01-18 11:09:43
cust_63ba28559c7bdab8,2,0,0,0,1,0.11692857142857141,2025-12-24 23:34:21,2026-01-19 14:48:22
cust_c06faf1f2ef90b34,2,0,0,0,1,0.11094642857142856,2025-12-15 19:09:25,2026-01-03 17:25:32
cust_bd9ab67f8ced6a24,2,0,0,0,0,0.11069642857142856,2025-11-15 19:28:18,2025-12-13 02:40:38
cust_e9e074aa1a538190,2,0,0,0,1,0.10651785714285714,2025-12-08 13:18:11,2025-12-25 14:51:59
cust_11905e308edb4db6,2,0,0,0,1,0.10264285714285712,2025-11-19 11:48:30,2025-12-29 18:09:37
cust_45062121a0b83ead,2,0,0,0,0,0.10110714285714287,2025-11-06 14:04:06,2025-11-14 13:03:25
cust_0310d1500292013a,2,0,0,1,1,0.1,2025-11-22 10:12:30,2025-12-11 09:26:54
cust_abeebc1fc53206ac,2,0,0,1,1,0.1,2025-12-08 14:49:12,2026-01-16 20:05:11
cust_35c06ff5cf2d6db9,2,0,0,0,1,0.09242857142857143,2025-12-18 12:11:56,2026-01-08 16:10:04
cust_b6e80ceeb5b56149,2,0,0,0,1,0.09210714285714287,2025-11-10 14:02:08,2025-11-15 13:30:11
cust_8f0b0c83990325b5,2,0,0,0,1,0.09101785714285712,2025-11-15 17:15:21,2025-12-24 11:39:51
cust_04fa4c89c864a783,2,0,0,0,1,0.09078571428571428,2025-12-24 18:19:48,2026-01-21 16:01:27
cust_f1afcf48e7e1bc0d,2,0,0,0,1,0.08124999999999999,2025-11-14 18:51:45,2026-01-08 13:06:55
cust_fd21ea046826350e,2,0,0,0,1,0.08124999999999999,2025-11-09 08:51:24,2025-12-19 16:40:06
cust_6944879bb65b73eb,2,0,0,0,0,0.075,2025-12-03 18:33:26,2025-12-14 11:39:13
cust_484e899fff66320e,2,0,0,0,0,0.07451785714285714,2025-11-22 15:09:55,2025-12-29 19:55:33
cust_53589194377d7a28,2,0,0,0,1,0.07151785714285715,2026-01-06 16:22:35,2026-01-27 11:46:12
cust_fee39f6d61e59508,2,0,0,0,0,0.06623214285714285,2025-11-11 15:00:13,2025-12-15 11:23:36
cust_5ce370866a4ac0e1,2,0,0,0,0,0.06050000000000001,2025-12-07 08:05:51,2025-12-30 18:41:15
cust_db8cebbae187e47e,2,0,0,0,1,0.05592857142857141,2025-12-10 13:44:56,2026-01-09 10:24:13
cust_720bc05785135a28,2,0,0,0,1,0.05316071428571429,2025-11-16 14:46:05,2026-01-06 15:42:38
cust_f20e0e60fc2bd149,2,0,0,0,0,0.049107142857142856,2025-11-03 15:31:54,2025-11-16 16:30:36
cust_2992a52974ee0a30,2,0,0,0,1,0.04380357142857144,2025-12-04 11:11:42,2025-12-26 20:18:19
cust_3daba84b8a6f96ae,2,0,0,0,1,0.039249999999999986,2025-12-01 17:22:09,2025-12-17 11:42:06
cust_563396ccada969c1,2,0,0,0,1,0.024803571428571425,2025-11-10 15:36:00,2026-01-09 10:32:41
cust_928e37fa633ec410,2,0,0,0,1,0.018535714285714277,2025-11-11 13:31:46,2025-11-16 15:13:14
cust_1b585b9bf8bb7813,1,1,1,1,0,0.85,2026-01-13 20:41:14,2026-01-13 20:41:14
cust_5269a1b556717388,1,1,1,1,1,0.85,2025-12-17 16:29:35,2025-12-17 16:29:35
cust_7024a2c3946b32e0,1,1,1,1,0,0.85,2025-12-16 11:50:08,2025-12-16 11:50:08
cust_7ea1bff560e60b9b,1,1,1,1,1,0.85,2026-01-19 18:49:43,2026-01-19 18:49:43
cust_95f3d7cabba2ac84,1,1,1,1,0,0.85,2026-01-20 11:26:16,2026-01-20 11:26:16
cust_bb39f5ff0e53e58e,1,1,1,1,0,0.85,2026-01-29 16:22:37,2026-01-29 16:22:37
cust_c734361474f76213,1,1,1,1,0,0.85,2025-12-03 13:38:37,2025-12-03 13:38:37
cust_de3e6416d456eb69,1,1,1,1,1,0.85,2025-11-29 10:09:57,2025-11-29 10:09:57
cust_898af065f47ce866,1,1,1,1,0,0.849,2026-01-19 08:40:16,2026-01-19 08:40:16
cust_da3c578c65a2cdbf,1,1,1,1,1,0.8434642857142857,2025-12-29 16:55:34,2025-12-29 16:55:34
cust_87a4dd993a25b7c2,1,1,1,1,1,0.8392499999999999,2026-01-02 17:23:25,2026-01-02 17:23:25
cust_46361f7353f43d60,1,1,1,1,1,0.8353214285714285,2025-12-24 13:16:13,2025-12-24 13:16:13
cust_828c0341c78a2210,1,1,1,1,0,0.8222142857142857,2025-12-02 12:42:41,2025-12-02 12:42:41
cust_83d7ff3e45c9d7af,1,1,1,1,1,0.8079642857142857,2025-11-26 17:01:58,2025-11-26 17:01:58
cust_765fee32f17616ad,1,1,1,1,0,0.7578214285714285,2025-11-30 16:13:49,2025-11-30 16:13:49
cust_9d8ee7024f12569d,1,1,1,1,0,0.7290357142857142,2025-11-09 17:25:46,2025-11-09 17:25:46
cust_02a8bf50a6c6e5ef,1,0,1,1,1,0.65,2025-11-02 08:27:58,2025-11-02 08:27:58
cust_0358ade10e1dead1,1,0,1,1,1,0.65,2026-01-05 17:43:58,2026-01-05 17:43:58
cust_0d427b98e728eb1b,1,0,1,1,0,0.65,2025-12-04 14:38:37,2025-12-04 14:38:37
cust_0f35e0d1d345fed0,1,0,1,1,1,0.65,2025-12-31 08:59:13,2025-12-31 08:59:13
cust_179f3da9dbbe201a,1,1,1,0,0,0.65,2025-12-30 11:50:21,2025-12-30 11:50:21
cust_1a8d9c689884dbad,1,1,1,0,0,0.65,2025-11-06 15:09:05,2025-11-06 15:09:05
cust_1c5c515c3fce5fa6,1,1,1,0,0,0.65,2025-12-15 18:33:46,2025-12-15 18:33:46
cust_1e66e76c72ad4ace,1,0,1,1,0,0.65,2026-01-10 14:10:53,2026-01-10 14:10:53
cust_20263d2a2ecdadc9,1,0,1,1,0,0.65,2025-12-24 18:25:26,2025-12-24 18:25:26
cust_2455908b1ce3781a,1,0,1,1,1,0.65,2026-01-15 12:16:07,2026-01-15 12:16:07
cust_256164595b43fb51,1,1,1,0,1,0.65,2026-01-11 13:59:44,2026-01-11 13:59:44
cust_2b170fc44e6ee102,1,1,1,0,0,0.65,2026-01-27 15:58:57,2026-01-27 15:58:57
cust_2ddff8f5cfa788b0,1,0,1,1,1,0.65,2025-11-14 14:27:31,2025-11-14 14:27:31
cust_2f1ca45aae7d00c2,1,0,1,1,0,0.65,2026-01-25 08:37:38,2026-01-25 08:37:38
cust_2fc8a548d3f140ff,1,1,1,0,1,0.65,2025-12-28 14:06:35,2025-12-28 14:06:35
cust_3406d319ee561a09,1,1,1,0,1,0.65,2025-12-03 14:00:10,2025-12-03 14:00:10
cust_375226e0c5d4699f,1,1,1,0,0,0.65,2026-01-18 13:24:20,2026-01-18 13:24:20
cust_3ac3150d7088aabc,1,0,1,1,0,0.65,2026-01-02 19:09:59,2026-01-02 19:09:59
cust_3b734a715484d0e3,1,0,1,1,0,0.65,2026-01-21 20:16:35,2026-01-21 20:16:35
cust_42331c0f0dc5d44c,1,0,1,1,0,0.65,2025-11-20 16:46:06,2025-11-20 16:46:06
cust_453696e251289484,1,0,1,1,0,0.65,2025-11-25 14:40:58,2025-11-25 14:40:58
cust_485180abf570213f,1,0,1,1,0,0.65,2026-01-20 17:01:08,2026-01-20 17:01:08
cust_50f5da3cc9a6cea7,1,1,1,0,0,0.65,2026-01-23 04:38:17,2026-01-23 04:38:17
cust_593aa2bf163e764d,1,1,1,0,1,0.65,2025-12-21 14:05:06,2025-12-21 14:05:06
cust_5c094af06a640622,1,0,1,1,1,0.65,2025-11-19 11:42:24,2025-11-19 11:42:24
cust_603538f1b7d45f87,1,1,1,0,0,0.65,2026-01-12 19:58:53,2026-01-12 19:58:53
cust_64d77cd8e596b5b9,1,0,1,1,0,0.65,2025-12-15 17:44:04,2025-12-15 17:44:04
cust_685cf0b53f17c28e,1,0,1,1,1,0.65,2025-11-09 16:11:09,2025-11-09 16:11:09
cust_6b8bb2996ecde1d4,1,0,1,1,1,0.65,2025-12-03 14:39:40,2025-12-03 14:39:40
cust_6bd574a9041fdc06,1,0,1,1,0,0.65,2026-01-02 12:58:03,2026-01-02 12:58:03
cust_6ee8d225fdd5e53b,1,0,1,1,1,0.65,2025-12-31 13:44:54,2025-12-31 13:44:54
cust_71d252b0e03f157d,1,0,1,1,1,0.65,2026-01-08 20:36:27,2026-01-08 20:36:27
cust_76abfdda05b359dd,1,0,1,1,1,0.65,2026-01-11 11:33:37,2026-01-11 11:33:37
cust_785927f6c59bfffc,1,0,1,1,0,0.65,2026-01-17 14:05:33,2026-01-17 14:05:33
cust_79329563e5a82941,1,1,1,0,0,0.65,2025-12-07 18:32:21,2025-12-07 18:32:21
cust_7b3e08cd4b0ccce5,1,0,1,1,0,0.65,2026-01-20 13:03:22,2026-01-20 13:03:22
cust_7caacc92288dd514,1,1,1,0,1,0.65,2026-01-23 17:20:50,2026-01-23 17:20:50
cust_802480106959c16c,1,0,1,1,0,0.65,2025-11-09 10:45:47,2025-11-09 10:45:47
cust_816fac80b8c223d0,1,0,1,1,1,0.65,2025-12-02 16:06:41,2025-12-02 16:06:41
cust_833ae4cf2c108059,1,0,1,1,0,0.65,2026-01-01 10:03:34,2026-01-01 10:03:34
cust_835d6a4967d31c9c,1,0,1,1,0,0.65,2025-12-14 14:01:28,2025-12-14 14:01:28
cust_83f0c94308595f3c,1,0,1,1,0,0.65,2026-01-12 11:03:19,2026-01-12 11:03:19
cust_89d5fe19f7266e9e,1,0,1,1,0,0.65,2026-01-06 13:25:29,2026-01-06 13:25:29
cust_8c4bba4433ff9cf6,1,0,1,1,1,0.65,2025-12-26 17:01:14,2025-12-26 17:01:14
cust_8f7184b713e4d3e1,1,1,1,0,0,0.65,2025-11-13 18:59:25,2025-11-13 18:59:25
cust_92d9c571099f8dce,1,0,1,1,0,0.65,2025-12-27 12:11:12,2025-12-27 12:11:12
cust_9389555602a91591,1,0,1,1,0,0.65,2025-12-03 12:25:11,2025-12-03 12:25:11
cust_9402d04483eb67f8,1,1,1,0,1,0.65,2026-01-15 13:11:27,2026-01-15 13:11:27
cust_986395465cdbf64b,1,0,1,1,0,0.65,2026-01-08 18:01:46,2026-01-08 18:01:46
cust_99dc0ca2bd4981b0,1,0,1,1,0,0.65,2026-01-26 16:21:07,2026-01-26 16:21:07
cust_9db04bbd8ef30ade,1,0,1,1,0,0.65,2026-01-01 14:19:14,2026-01-01 14:19:14
cust_9ff87993c58c4d57,1,0,1,1,1,0.65,2025-12-05 14:12:14,2025-12-05 14:12:14
cust_a2e18c611b73ba2b,1,0,1,1,0,0.65,2026-01-24 20:10:40,2026-01-24 20:10:40
cust_a340b9f2acaf4339,1,0,1,1,1,0.65,2026-01-27 11:27:55,2026-01-27 11:27:55
cust_ae7d5d525dd46239,1,0,1,1,1,0.65,2025-12-22 10:10:39,2025-12-22 10:10:39
cust_af802bf075559b01,1,0,1,1,0,0.65,2025-12-30 12:05:09,2025-12-30 12:05:09
cust_b3241a56a57f6df8,1,0,1,1,0,0.65,2025-12-20 09:38:53,2025-12-20 09:38:53
cust_b42055b1ea20e503,1,1,1,0,0,0.65,2025-11-04 13:12:12,2025-11-04 13:12:12
cust_b6609cc5a92258e7,1,1,1,0,1,0.65,2025-12-08 16:31:29,2025-12-08 16:31:29
cust_b72b249165f40113,1,1,1,0,0,0.65,2025-12-12 23:58:29,2025-12-12 23:58:29
cust_bc7e328981ea4da1,1,0,1,1,0,0.65,2025-12-24 15:11:09,2025-12-24 15:11:09
cust_c2274bc795e7300c,1,0,1,1,1,0.65,2025-11-27 17:54:11,2025-11-27 17:54:11
cust_c5a3ddb3e4fbb706,1,0,1,1,1,0.65,2025-11-27 15:35:36,2025-11-27 15:35:36
cust_cc4ff01d0d34b85b,1,0,1,1,1,0.65,2025-12-04 16:00:00,2025-12-04 16:00:00
cust_d09f44034ce8f9af,1,0,1,1,1,0.65,2026-01-20 17:19:25,2026-01-20 17:19:25
cust_d418169ce49175e3,1,0,1,1,0,0.65,2026-01-11 09:40:58,2026-01-11 09:40:58
cust_da76a643df3c6a4e,1,0,1,1,0,0.65,2026-01-22 18:09:11,2026-01-22 18:09:11
cust_e2c96afcb79d2399,1,0,1,1,1,0.65,2025-11-25 12:31:56,2025-11-25 12:31:56
cust_e792ae007a3f9327,1,0,1,1,1,0.65,2026-01-11 16:01:24,2026-01-11 16:01:24
cust_e8a742fd92855816,1,0,1,1,0,0.65,2025-11-02 19:02:58,2025-11-02 19:02:58
cust_ee0323016164b7d7,1,0,1,1,1,0.65,2025-12-25 13:23:42,2025-12-25 13:23:42
